site_id,site_name,location_type,latitude,longitude,parameter,Parameter_name,start_date,end_date,ratified_to,zone,agglomeration,local_authority
SWA5,Swansea Morriston Roadside,Urban Traffic,51.662122,-3.921301,NO,Nitric Oxide,2000-10-17,ongoing,2023-12-31,South Wales,Swansea Urban Area,Swansea
SWA5,Swansea Morriston Roadside,Urban Traffic,51.662122,-3.921301,NO2,Nitrogen dioxide,2000-10-17,ongoing,2023-12-31,South Wales,Swansea Urban Area,Swansea
SWA5,Swansea Morriston Roadside,Urban Traffic,51.662122,-3.921301,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2000-10-17,ongoing,2023-12-31,South Wales,Swansea Urban Area,Swansea
SWA5,Swansea Morriston Roadside,Urban Traffic,51.662122,-3.921301,SO2,Sulphur dioxide,2000-10-17,2010-09-23,2010-09-23,South Wales,Swansea Urban Area,Swansea
SWA5,Swansea Morriston Roadside,Urban Traffic,51.662122,-3.921301,CO,Carbon Monoxide,2000-10-17,2010-04-07,2010-04-07,South Wales,Swansea Urban Area,Swansea
SWA5,Swansea Morriston Roadside,Urban Traffic,51.662122,-3.921301,PM10,Particulates < 10um (hourly measured),2000-10-17,2015-12-17,2015-12-17,South Wales,Swansea Urban Area,Swansea
SWA5,Swansea Morriston Roadside,Urban Traffic,51.662122,-3.921301,NV10,Non-volatile PM10 (Hourly measured),2006-10-28,2015-12-17,2015-12-17,South Wales,Swansea Urban Area,Swansea
SWA5,Swansea Morriston Roadside,Urban Traffic,51.662122,-3.921301,V10,Volatile PM10 (Hourly measured),2006-10-28,2015-12-17,2015-12-17,South Wales,Swansea Urban Area,Swansea
SWA5,Swansea Morriston Roadside,Urban Traffic,51.662122,-3.921301,PM2.5,Particulates < 2.5um (hourly measured),2016-01-15,ongoing,2023-12-27,South Wales,Swansea Urban Area,Swansea
SWA5,Swansea Morriston Roadside,Urban Traffic,51.662122,-3.921301,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,South Wales,Swansea Urban Area,Swansea
SWA5,Swansea Morriston Roadside,Urban Traffic,51.662122,-3.921301,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,South Wales,Swansea Urban Area,Swansea
SWA5,Swansea Morriston Roadside,Urban Traffic,51.662122,-3.921301,temp,Modelled Temperature,2010-08-01,ongoing,Never,South Wales,Swansea Urban Area,Swansea
SWA12,Swansea Port Tennant Roadside,Urban Traffic,51.621638,-3.927318,NO,Nitric Oxide,2018-12-20,ongoing,2023-12-31,South Wales,Swansea Urban Area,Swansea
SWA12,Swansea Port Tennant Roadside,Urban Traffic,51.621638,-3.927318,NO2,Nitrogen dioxide,2018-12-20,ongoing,2023-12-31,South Wales,Swansea Urban Area,Swansea
SWA12,Swansea Port Tennant Roadside,Urban Traffic,51.621638,-3.927318,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2018-12-20,ongoing,2023-12-31,South Wales,Swansea Urban Area,Swansea
SWA12,Swansea Port Tennant Roadside,Urban Traffic,51.621638,-3.927318,PM2.5,Particulates < 2.5um (hourly measured),2018-12-20,ongoing,2023-12-31,South Wales,Swansea Urban Area,Swansea
SWA12,Swansea Port Tennant Roadside,Urban Traffic,51.621638,-3.927318,wd,Modelled Wind Direction,2018-12-20,ongoing,Never,South Wales,Swansea Urban Area,Swansea
SWA12,Swansea Port Tennant Roadside,Urban Traffic,51.621638,-3.927318,ws,Modelled Wind Speed,2018-12-20,ongoing,Never,South Wales,Swansea Urban Area,Swansea
SWA12,Swansea Port Tennant Roadside,Urban Traffic,51.621638,-3.927318,temp,Modelled Temperature,2018-12-20,ongoing,Never,South Wales,Swansea Urban Area,Swansea
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,O3,Ozone,2006-09-20,2007-09-30,2007-09-30,South Wales,Swansea Urban Area,Swansea
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,NO,Nitric Oxide,2006-09-20,ongoing,2024-03-31,South Wales,Swansea Urban Area,Swansea
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,NO2,Nitrogen dioxide,2006-09-20,ongoing,2024-03-31,South Wales,Swansea Urban Area,Swansea
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2006-09-20,ongoing,2024-03-31,South Wales,Swansea Urban Area,Swansea
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,SO2,Sulphur dioxide,2006-09-20,2007-09-30,2007-09-30,South Wales,Swansea Urban Area,Swansea
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,CO,Carbon Monoxide,2006-09-20,2007-09-30,2007-09-30,South Wales,Swansea Urban Area,Swansea
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,PM10,Particulates < 10um (hourly measured),2006-09-20,ongoing,2024-03-31,South Wales,Swansea Urban Area,Swansea
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,NV10,Non-volatile PM10 (Hourly measured),2006-09-20,2011-11-16,2011-11-16,South Wales,Swansea Urban Area,Swansea
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,V10,Volatile PM10 (Hourly measured),2006-09-20,2011-11-16,2011-11-16,South Wales,Swansea Urban Area,Swansea
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,PM2.5,Particulates < 2.5um (hourly measured),2006-09-20,ongoing,2024-03-31,South Wales,Swansea Urban Area,Swansea
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,NV2.5,Non-volatile PM2.5 (Hourly measured),2006-09-20,2011-11-16,2011-11-16,South Wales,Swansea Urban Area,Swansea
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,V2.5,Volatile PM2.5 (Hourly measured),2006-09-20,2011-11-16,2011-11-16,South Wales,Swansea Urban Area,Swansea
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,South Wales,Swansea Urban Area,Swansea
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,South Wales,Swansea Urban Area,Swansea
SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,temp,Modelled Temperature,2010-08-01,ongoing,Never,South Wales,Swansea Urban Area,Swansea
SWA8,Swansea St Thomas DOAS,Urban Traffic,51.625711,-3.934461,TOL,Toluene,2005-05-04,2015-02-02,2015-02-02,South Wales,NA_character_,Swansea
SWA8,Swansea St Thomas DOAS,Urban Traffic,51.625711,-3.934461,O3,Ozone,2005-05-04,ongoing,2016-12-31,South Wales,NA_character_,Swansea
SWA8,Swansea St Thomas DOAS,Urban Traffic,51.625711,-3.934461,NO2,Nitrogen dioxide,2005-05-04,ongoing,2016-12-31,South Wales,NA_character_,Swansea
SWA8,Swansea St Thomas DOAS,Urban Traffic,51.625711,-3.934461,SO2,Sulphur dioxide,2005-05-04,ongoing,2016-12-31,South Wales,NA_character_,Swansea
SWA8,Swansea St Thomas DOAS,Urban Traffic,51.625711,-3.934461,BENZENE,Benzene,2005-05-04,ongoing,2016-12-31,South Wales,NA_character_,Swansea
SWA8,Swansea St Thomas DOAS,Urban Traffic,51.625711,-3.934461,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,South Wales,NA_character_,Swansea
SWA8,Swansea St Thomas DOAS,Urban Traffic,51.625711,-3.934461,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,South Wales,NA_character_,Swansea
SWA8,Swansea St Thomas DOAS,Urban Traffic,51.625711,-3.934461,temp,Modelled Temperature,2010-08-01,ongoing,Never,South Wales,NA_character_,Swansea
SW10,Swansea Station Court High Street,Urban Traffic,51.625921,-3.941502,NO,Nitric Oxide,2014-07-07,ongoing,2023-12-31,South Wales,Swansea Urban Area,Swansea
SW10,Swansea Station Court High Street,Urban Traffic,51.625921,-3.941502,NO2,Nitrogen dioxide,2014-07-07,ongoing,2023-12-31,South Wales,Swansea Urban Area,Swansea
SW10,Swansea Station Court High Street,Urban Traffic,51.625921,-3.941502,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2014-07-07,ongoing,2023-12-31,South Wales,Swansea Urban Area,Swansea
SW10,Swansea Station Court High Street,Urban Traffic,51.625921,-3.941502,wd,Modelled Wind Direction,2014-07-07,ongoing,Never,South Wales,Swansea Urban Area,Swansea
SW10,Swansea Station Court High Street,Urban Traffic,51.625921,-3.941502,ws,Modelled Wind Speed,2014-07-07,ongoing,Never,South Wales,Swansea Urban Area,Swansea
SW10,Swansea Station Court High Street,Urban Traffic,51.625921,-3.941502,temp,Modelled Temperature,2014-07-07,ongoing,Never,South Wales,Swansea Urban Area,Swansea
TWYN,Twynyrodyn,Urban Industrial,51.744444,-3.365833,PM10,Particulates < 10um (hourly measured),2005-01-01,2019-07-02,2016-12-20,South Wales,NA_character_,Merthyr Tydfil
TWYN,Twynyrodyn,Urban Industrial,51.744444,-3.365833,PM2.5,Particulates < 2.5um (hourly measured),2005-01-01,2019-07-02,2016-12-20,South Wales,NA_character_,Merthyr Tydfil
TWYN,Twynyrodyn,Urban Industrial,51.744444,-3.365833,wd,Modelled Wind Direction,2010-08-01,2019-07-02,Never,South Wales,NA_character_,Merthyr Tydfil
TWYN,Twynyrodyn,Urban Industrial,51.744444,-3.365833,ws,Modelled Wind Speed,2010-08-01,2019-07-02,Never,South Wales,NA_character_,Merthyr Tydfil
TWYN,Twynyrodyn,Urban Industrial,51.744444,-3.365833,temp,Modelled Temperature,2010-08-01,2019-07-02,Never,South Wales,NA_character_,Merthyr Tydfil
GLM7,V Glamorgan Dinas Powys Roadside,Urban Traffic,51.436457,-3.212149,O3,Ozone,2015-07-08,2016-02-03,2016-02-03,South Wales,Cardiff Urban Area,The Vale of Glamorgan
GLM7,V Glamorgan Dinas Powys Roadside,Urban Traffic,51.436457,-3.212149,NO,Nitric Oxide,2007-09-17,2016-02-03,2016-02-03,South Wales,Cardiff Urban Area,The Vale of Glamorgan
GLM7,V Glamorgan Dinas Powys Roadside,Urban Traffic,51.436457,-3.212149,NO2,Nitrogen dioxide,2007-09-17,2016-02-03,2016-02-03,South Wales,Cardiff Urban Area,The Vale of Glamorgan
GLM7,V Glamorgan Dinas Powys Roadside,Urban Traffic,51.436457,-3.212149,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2007-09-17,2016-02-03,2016-02-03,South Wales,Cardiff Urban Area,The Vale of Glamorgan
GLM7,V Glamorgan Dinas Powys Roadside,Urban Traffic,51.436457,-3.212149,wd,Modelled Wind Direction,2010-08-01,2016-02-03,Never,South Wales,Cardiff Urban Area,The Vale of Glamorgan
GLM7,V Glamorgan Dinas Powys Roadside,Urban Traffic,51.436457,-3.212149,ws,Modelled Wind Speed,2010-08-01,2016-02-03,Never,South Wales,Cardiff Urban Area,The Vale of Glamorgan
GLM7,V Glamorgan Dinas Powys Roadside,Urban Traffic,51.436457,-3.212149,temp,Modelled Temperature,2010-08-01,2016-02-03,Never,South Wales,Cardiff Urban Area,The Vale of Glamorgan
GLM2,V Glamorgan Fonmon,Rural Background,51.397264,-3.353853,O3,Ozone,2001-07-25,2014-06-05,2014-06-05,South Wales,NA_character_,The Vale of Glamorgan
GLM2,V Glamorgan Fonmon,Rural Background,51.397264,-3.353853,NO,Nitric Oxide,2001-07-25,2014-06-05,2014-06-05,South Wales,NA_character_,The Vale of Glamorgan
GLM2,V Glamorgan Fonmon,Rural Background,51.397264,-3.353853,NO2,Nitrogen dioxide,2001-07-25,2014-06-05,2014-06-05,South Wales,NA_character_,The Vale of Glamorgan
GLM2,V Glamorgan Fonmon,Rural Background,51.397264,-3.353853,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2001-07-25,2014-06-05,2014-06-05,South Wales,NA_character_,The Vale of Glamorgan
GLM2,V Glamorgan Fonmon,Rural Background,51.397264,-3.353853,SO2,Sulphur dioxide,2001-07-25,2014-06-05,2014-06-05,South Wales,NA_character_,The Vale of Glamorgan
GLM2,V Glamorgan Fonmon,Rural Background,51.397264,-3.353853,CO,Carbon Monoxide,2001-07-25,2003-03-31,2003-03-31,South Wales,NA_character_,The Vale of Glamorgan
GLM2,V Glamorgan Fonmon,Rural Background,51.397264,-3.353853,PM10,Particulates < 10um (hourly measured),2001-08-01,2014-06-05,2014-06-05,South Wales,NA_character_,The Vale of Glamorgan
GLM2,V Glamorgan Fonmon,Rural Background,51.397264,-3.353853,NV10,Non-volatile PM10 (Hourly measured),2007-09-07,2014-06-05,2014-06-05,South Wales,NA_character_,The Vale of Glamorgan
GLM2,V Glamorgan Fonmon,Rural Background,51.397264,-3.353853,V10,Volatile PM10 (Hourly measured),2007-09-07,2014-06-05,2014-06-05,South Wales,NA_character_,The Vale of Glamorgan
GLM2,V Glamorgan Fonmon,Rural Background,51.397264,-3.353853,wd,Modelled Wind Direction,2010-08-01,2014-06-05,Never,South Wales,NA_character_,The Vale of Glamorgan
GLM2,V Glamorgan Fonmon,Rural Background,51.397264,-3.353853,ws,Modelled Wind Speed,2010-08-01,2014-06-05,Never,South Wales,NA_character_,The Vale of Glamorgan
GLM2,V Glamorgan Fonmon,Rural Background,51.397264,-3.353853,temp,Modelled Temperature,2010-08-01,2014-06-05,Never,South Wales,NA_character_,The Vale of Glamorgan
GLM5,V Glamorgan Penarth,Urban Traffic,51.445303,-3.187777,O3,Ozone,2005-05-01,2012-10-09,2012-10-09,South Wales,Cardiff Urban Area,The Vale of Glamorgan
GLM5,V Glamorgan Penarth,Urban Traffic,51.445303,-3.187777,NO,Nitric Oxide,2005-05-01,2012-10-09,2012-10-09,South Wales,Cardiff Urban Area,The Vale of Glamorgan
GLM5,V Glamorgan Penarth,Urban Traffic,51.445303,-3.187777,NO2,Nitrogen dioxide,2005-05-01,2012-10-09,2012-10-09,South Wales,Cardiff Urban Area,The Vale of Glamorgan
GLM5,V Glamorgan Penarth,Urban Traffic,51.445303,-3.187777,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2005-05-01,2012-10-09,2012-10-09,South Wales,Cardiff Urban Area,The Vale of Glamorgan
GLM5,V Glamorgan Penarth,Urban Traffic,51.445303,-3.187777,wd,Modelled Wind Direction,2010-08-01,2012-10-09,Never,South Wales,Cardiff Urban Area,The Vale of Glamorgan
GLM5,V Glamorgan Penarth,Urban Traffic,51.445303,-3.187777,ws,Modelled Wind Speed,2010-08-01,2012-10-09,Never,South Wales,Cardiff Urban Area,The Vale of Glamorgan
GLM5,V Glamorgan Penarth,Urban Traffic,51.445303,-3.187777,temp,Modelled Temperature,2010-08-01,2012-10-09,Never,South Wales,Cardiff Urban Area,The Vale of Glamorgan
GLM8,V Glamorgan Windsor Road Penarth,Urban Traffic,51.444567,-3.187042,O3,Ozone,2014-01-29,2021-01-04,2021-01-04,South Wales,Cardiff Urban Area,The Vale of Glamorgan
GLM8,V Glamorgan Windsor Road Penarth,Urban Traffic,51.444567,-3.187042,NO,Nitric Oxide,2014-01-29,2021-01-04,2021-01-03,South Wales,Cardiff Urban Area,The Vale of Glamorgan
GLM8,V Glamorgan Windsor Road Penarth,Urban Traffic,51.444567,-3.187042,NO2,Nitrogen dioxide,2014-01-29,2021-01-04,2021-01-03,South Wales,Cardiff Urban Area,The Vale of Glamorgan
GLM8,V Glamorgan Windsor Road Penarth,Urban Traffic,51.444567,-3.187042,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2014-01-29,2021-01-04,2021-01-03,South Wales,Cardiff Urban Area,The Vale of Glamorgan
GLM8,V Glamorgan Windsor Road Penarth,Urban Traffic,51.444567,-3.187042,PM10,Particulates < 10um (hourly measured),2014-01-29,2020-12-21,2020-12-21,South Wales,Cardiff Urban Area,The Vale of Glamorgan
GLM8,V Glamorgan Windsor Road Penarth,Urban Traffic,51.444567,-3.187042,wd,Modelled Wind Direction,2014-01-29,2021-01-04,Never,South Wales,Cardiff Urban Area,The Vale of Glamorgan
GLM8,V Glamorgan Windsor Road Penarth,Urban Traffic,51.444567,-3.187042,ws,Modelled Wind Speed,2014-01-29,2021-01-04,Never,South Wales,Cardiff Urban Area,The Vale of Glamorgan
GLM8,V Glamorgan Windsor Road Penarth,Urban Traffic,51.444567,-3.187042,temp,Modelled Temperature,2014-01-29,2021-01-04,Never,South Wales,Cardiff Urban Area,The Vale of Glamorgan
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,NO,Nitric Oxide,2002-03-06,ongoing,2024-03-31,North Wales,NA_character_,Wrexham
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,NO2,Nitrogen dioxide,2002-03-06,ongoing,2024-03-31,North Wales,NA_character_,Wrexham
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2002-03-06,ongoing,2024-03-31,North Wales,NA_character_,Wrexham
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,SO2,Sulphur dioxide,2002-03-06,ongoing,2024-03-31,North Wales,NA_character_,Wrexham
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,CO,Carbon Monoxide,2002-03-06,2007-09-30,2007-09-30,North Wales,NA_character_,Wrexham
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,PM10,Particulates < 10um (hourly measured),2007-03-21,ongoing,2024-03-31,North Wales,NA_character_,Wrexham
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,PM2.5,Particulates < 2.5um (hourly measured),2018-10-01,ongoing,2024-03-31,North Wales,NA_character_,Wrexham
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,GR10,PM10 Particulate matter (daily measured),2002-03-01,2018-09-30,2018-09-30,North Wales,NA_character_,Wrexham
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,GR2.5,PM2.5 Particulate matter (daily measured),2009-12-01,2018-09-30,2018-09-30,North Wales,NA_character_,Wrexham
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,wd,Modelled Wind Direction,2010-08-01,ongoing,Never,North Wales,NA_character_,Wrexham
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,ws,Modelled Wind Speed,2010-08-01,ongoing,Never,North Wales,NA_character_,Wrexham
WREX,Wrexham,Urban Traffic,53.042282,-3.002829,temp,Modelled Temperature,2010-08-01,ongoing,Never,North Wales,NA_character_,Wrexham
WRX06,Wrexham Chirk,Urban Industrial,52.93742,-3.053129,VOC,Total VoC C5 and above,2020-07-22,ongoing,2023-12-31,North Wales,NA_character_,Wrexham
WRX06,Wrexham Chirk,Urban Industrial,52.93742,-3.053129,NO,Nitric Oxide,2020-07-22,ongoing,2023-12-31,North Wales,NA_character_,Wrexham
WRX06,Wrexham Chirk,Urban Industrial,52.93742,-3.053129,NO2,Nitrogen dioxide,2020-07-22,ongoing,2023-12-31,North Wales,NA_character_,Wrexham
WRX06,Wrexham Chirk,Urban Industrial,52.93742,-3.053129,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2020-07-22,ongoing,2023-12-31,North Wales,NA_character_,Wrexham
WRX06,Wrexham Chirk,Urban Industrial,52.93742,-3.053129,PM10,Particulates < 10um (hourly measured),2020-07-22,ongoing,2023-12-31,North Wales,NA_character_,Wrexham
WRX06,Wrexham Chirk,Urban Industrial,52.93742,-3.053129,PM2.5,Particulates < 2.5um (hourly measured),2020-07-22,ongoing,2023-12-31,North Wales,NA_character_,Wrexham
WRX06,Wrexham Chirk,Urban Industrial,52.93742,-3.053129,wd,Modelled Wind Direction,2020-07-22,ongoing,Never,North Wales,NA_character_,Wrexham
WRX06,Wrexham Chirk,Urban Industrial,52.93742,-3.053129,ws,Modelled Wind Speed,2020-07-22,ongoing,Never,North Wales,NA_character_,Wrexham
WRX06,Wrexham Chirk,Urban Industrial,52.93742,-3.053129,temp,Modelled Temperature,2020-07-22,ongoing,Never,North Wales,NA_character_,Wrexham
WRX07,Wrexham Chirk Community Hospital,Urban Background,52.943644,-3.053116,VOC,Total VoC C5 and above,2021-11-29,ongoing,2023-12-31,North Wales,NA_character_,Wrexham
WRX07,Wrexham Chirk Community Hospital,Urban Background,52.943644,-3.053116,NO,Nitric Oxide,2021-11-29,ongoing,2023-12-31,North Wales,NA_character_,Wrexham
WRX07,Wrexham Chirk Community Hospital,Urban Background,52.943644,-3.053116,NO2,Nitrogen dioxide,2021-11-29,ongoing,2023-12-31,North Wales,NA_character_,Wrexham
WRX07,Wrexham Chirk Community Hospital,Urban Background,52.943644,-3.053116,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2021-11-29,ongoing,2023-12-31,North Wales,NA_character_,Wrexham
WRX07,Wrexham Chirk Community Hospital,Urban Background,52.943644,-3.053116,PM10,Particulates < 10um (hourly measured),2021-11-29,ongoing,2023-12-31,North Wales,NA_character_,Wrexham
WRX07,Wrexham Chirk Community Hospital,Urban Background,52.943644,-3.053116,PM2.5,Particulates < 2.5um (hourly measured),2021-11-29,ongoing,2023-12-31,North Wales,NA_character_,Wrexham
WRX07,Wrexham Chirk Community Hospital,Urban Background,52.943644,-3.053116,wd,Modelled Wind Direction,2021-11-29,ongoing,Never,North Wales,NA_character_,Wrexham
WRX07,Wrexham Chirk Community Hospital,Urban Background,52.943644,-3.053116,ws,Modelled Wind Speed,2021-11-29,ongoing,Never,North Wales,NA_character_,Wrexham
WRX07,Wrexham Chirk Community Hospital,Urban Background,52.943644,-3.053116,temp,Modelled Temperature,2021-11-29,ongoing,Never,North Wales,NA_character_,Wrexham
WRX4,Wrexham Isycoed,Urban Industrial,53.048475,-2.900658,NO,Nitric Oxide,2006-01-01,2015-12-31,2015-12-31,North Wales,NA_character_,Wrexham
WRX4,Wrexham Isycoed,Urban Industrial,53.048475,-2.900658,NO2,Nitrogen dioxide,2006-01-01,2015-12-31,2015-12-31,North Wales,NA_character_,Wrexham
WRX4,Wrexham Isycoed,Urban Industrial,53.048475,-2.900658,NOXasNO2,Nitrogen oxides as nitrogen dioxide,2006-01-01,2015-12-31,2015-12-31,North Wales,NA_character_,Wrexham
WRX4,Wrexham Isycoed,Urban Industrial,53.048475,-2.900658,SO2,Sulphur dioxide,2006-01-01,2015-12-31,2015-12-31,North Wales,NA_character_,Wrexham
WRX4,Wrexham Isycoed,Urban Industrial,53.048475,-2.900658,GR10,PM10 Particulate matter (daily measured),2006-01-01,2015-12-31,2015-12-31,North Wales,NA_character_,Wrexham
WRX4,Wrexham Isycoed,Urban Industrial,53.048475,-2.900658,wd,Modelled Wind Direction,2010-08-01,2015-12-31,Never,North Wales,NA_character_,Wrexham
WRX4,Wrexham Isycoed,Urban Industrial,53.048475,-2.900658,ws,Modelled Wind Speed,2010-08-01,2015-12-31,Never,North Wales,NA_character_,Wrexham
WRX4,Wrexham Isycoed,Urban Industrial,53.048475,-2.900658,temp,Modelled Temperature,2010-08-01,2015-12-31,Never,North Wales,NA_character_,Wrexham
